-1.94,0,1,21
-1.63,0,1,22
-1.3,0,1,-89
-0.97,0,1,-223
-0.66,0,1,-232
-0.39,0,1,-199
-0.18,0,1,-241
-0.05,0,1,-164
0.02,0,1,-246
0.02,0,1,-146
-0.03,0,1,-216
-0.11,0,1,-200
-0.2,0,1,-259
-0.28,0,1,-222
-0.3,0,1,-207
-0.26,0,1,-238
-0.12,0,1,-221
0.13,0,1,-214
0.49,0,1,-226
0.95,0,1,-273
1.48,0,1,-245
2.07,0,1,-250
2.67,0,1,-218
3.23,0,1,-219
3.7,0,1,-296
4.04,1,0,-279
4.21,1,0,-231
4.19,1,0,-188
3.97,1,0,-228
3.54,1,0,-305
2.93,1,0,-298
2.17,1,0,-292
1.31,1,0,-249
0.41,1,0,-230
-0.49,1,0,-258
-1.31,1,0,-268
-2.01,1,0,-248
-2.56,1,0,-89
-2.91,1,0,41
-3.07,1,0,84
-3.02,0,1,91
-2.79,0,1,96
-2.4,0,1,97
-1.89,0,1,95
-1.29,1,0,95
-0.65,1,0,93
-0.02,1,0,93
0.57,0,1,93
1.07,0,1,93
1.46,0,1,97
1.73,0,1,95
1.86,0,1,91
1.85,0,1,87
1.71,0,1,85
1.46,0,1,79
1.12,0,1,74
0.71,0,1,62
0.25,0,1,13
-0.22,0,1,-26
-0.67,0,1,-71
-1.1,0,1,-116
-1.47,0,1,-167
-1.78,0,1,-189
-2.01,0,1,-197
-2.15,0,1,-186
-2.21,0,1,-130
-2.19,0,1,-164
-2.09,0,1,-201
-1.93,0,1,-195
-1.73,0,1,-149
-1.48,0,1,-234
-1.23,0,1,-179
-0.98,0,1,-180
-0.75,0,1,-201
-0.57,0,1,-236
-0.44,0,1,-241
-0.37,0,1,-225
-0.38,0,1,-278
-0.46,0,1,-289
-0.61,0,1,-312
-0.81,0,1,-276
-1.04,0,1,-273
-1.28,0,1,-276
-1.5,0,1,-225
-1.66,0,1,-216
-1.73,0,1,-217
-1.69,0,1,-200
-1.51,0,1,-238
-1.18,0,1,-238
-0.7,0,1,-277
-0.09,0,1,-259
0.64,0,1,-240
1.44,0,1,-257
2.25,0,1,-238
3.04,0,1,-249
3.73,1,0,-217
4.28,1,0,-252
4.64,1,0,-225
4.78,1,0,-230
4.67,1,0,-210
4.32,1,0,-293
3.76,1,0,-290
3.01,1,0,-298
2.13,1,0,-354
1.19,1,0,-315
0.23,1,0,-374
-0.66,1,0,-315
-1.43,1,0,-236
-2.04,1,0,-88
-2.45,1,0,16
-2.63,1,0,72
-2.6,1,0,86
-2.36,0,1,97
-1.93,0,1,101
-1.37,0,1,100
-0.71,0,1,97
-0.01,0,1,94
0.69,0,1,91
1.33,1,0,84
1.88,1,0,81
2.29,0,1,81
2.56,0,1,86
2.67,0,1,85
2.62,0,1,76
2.43,0,1,79
2.11,0,1,67
1.69,0,1,-6
1.19,0,1,8
0.66,0,1,-49
0.12,0,1,-112
-0.4,0,1,-183
-0.88,0,1,-266
-1.29,0,1,-204
-1.63,0,1,-255
-1.89,0,1,-186
-2.07,0,1,-223
-2.16,0,1,-193
-2.19,0,1,-247
-2.15,0,1,-290
-2.06,0,1,-260
-1.94,0,1,-222
