1,0,101,94,1
1,0,100,94,2
1,0,100,94,3
1,0,99,92,4
1,0,99,92,5
1,0,98,92,6
1,0,97,93,7
1,0,96,92,8
1,0,93,94,9
1,0,95,86,10
1,0,95,93,11
1,0,96,93,12
1,0,97,93,13
1,0,95,92,14
1,0,95,92,15
1,0,95,93,16
1,0,94,93,17
1,0,94,93,18
1,0,93,93,19
1,0,97,92,20
1,0,96,89,21
1,0,94,92,22
1,0,95,93,23
1,0,94,93,24
1,0,94,92,25
1,0,95,93,26
1,0,95,93,27
1,0,96,93,28
1,0,95,94,29
1,0,96,95,30
1,0,94,95,31
1,0,95,94,32
1,0,95,94,33
1,0,95,93,34
1,0,95,94,35
1,0,94,93,36
1,0,95,94,37
1,0,95,93,38
1,0,93,94,39
1,0,94,94,40
1,0,94,95,41
1,0,95,95,42
1,0,96,94,43
1,0,95,93,44
1,0,95,92,45
1,0,95,93,46
1,0,93,93,47
1,0,94,92,48
1,0,95,92,49
1,0,96,91,50
1,0,95,90,51
1,0,96,93,52
1,0,96,92,53
1,0,96,93,54
1,0,97,93,55
1,0,96,92,56
1,0,96,93,57
1,0,95,92,58
1,0,95,93,59
1,0,95,94,60
1,0,94,94,61
1,0,94,88,62
1,0,93,94,63
1,0,95,94,64
1,0,100,93,65
1,0,101,89,66
0,1,106,94,67
0,1,108,96,68
0,1,100,96,69
0,1,98,99,70
0,1,93,96,71
0,1,95,94,72
0,1,97,94,73
0,1,95,90,74
0,1,96,92,75
0,1,95,92,76
0,1,95,94,77
0,1,96,92,78
0,1,96,92,79
0,1,97,91,80
0,1,96,92,81
0,1,95,90,82
0,1,97,90,83
0,1,96,92,84
0,1,98,91,85
0,1,96,89,86
0,1,98,89,87
0,1,99,87,88
0,1,98,86,89
0,1,100,82,90
0,1,100,86,91
0,1,100,84,92
0,1,99,84,93
0,1,98,84,94
0,1,100,85,95
0,1,100,84,96
0,1,100,84,97
0,1,99,86,98
0,1,97,82,99
0,1,96,79,100
0,1,94,81,101
0,1,94,82,102
0,1,95,82,103
0,1,96,83,104
0,1,95,82,105
0,1,95,82,106
0,1,95,84,107
0,1,95,85,108
0,1,93,85,109
0,1,94,84,110
0,1,94,85,111
0,1,96,90,112
0,1,96,84,113
0,1,94,85,114
0,1,94,86,115
0,1,95,87,116
0,1,96,86,117
0,1,96,82,118
0,1,95,85,119
0,1,97,85,120
0,1,95,87,121
0,1,94,85,122
0,1,95,86,123
0,1,94,85,124
0,1,96,86,125
0,1,96,85,126
0,1,95,86,127
0,1,95,84,128
0,1,95,85,129
0,1,95,84,130
0,1,95,81,131
0,1,94,78,132
0,1,95,82,133
0,1,94,80,134
0,1,95,84,135
0,1,95,84,136
0,1,94,85,137
0,1,95,86,138
0,1,94,81,139
0,1,94,87,140
0,1,96,88,141
0,1,96,87,142
0,1,98,87,143
0,1,96,86,144
0,1,94,85,145
0,1,95,85,146
0,1,97,85,147
0,1,98,84,148
0,1,96,84,149
0,1,97,86,150
0,1,97,86,151
0,1,95,84,152
0,1,95,85,153
0,1,93,84,154
0,1,95,84,155
0,1,95,86,156
0,1,95,85,157
0,1,95,85,158
0,1,97,84,159
0,1,101,85,160
0,1,104,85,161
0,1,108,86,162
0,1,104,86,163
0,1,99,86,164
0,1,95,85,165
0,1,95,86,166
0,1,96,84,167
0,1,96,86,168
0,1,95,84,169
0,1,97,86,170
0,1,95,86,171
0,1,95,86,172
0,1,96,86,173
0,1,96,88,174
0,1,97,87,175
0,1,96,87,176
0,1,96,87,177
0,1,98,87,178
0,1,96,86,179
0,1,97,87,180
0,1,97,86,181
0,1,98,87,182
0,1,99,86,183
1,0,99,87,184
1,0,98,80,185
1,0,100,80,186
1,0,100,82,187
1,0,100,82,188
1,0,101,84,189
1,0,100,84,190
1,0,101,84,191
1,0,99,86,192
1,0,97,85,193
1,0,99,83,194
1,0,97,87,195
1,0,97,86,196
1,0,96,85,197
1,0,95,88,198
1,0,96,87,199
1,0,95,89,200
1,0,95,88,201
1,0,94,86,202
1,0,95,88,203
1,0,95,88,204
1,0,94,86,205
1,0,96,86,206
1,0,94,87,207
1,0,95,87,208
1,0,96,87,209
1,0,94,87,210
1,0,96,88,211
1,0,95,87,212
1,0,94,88,213
1,0,96,87,214
1,0,95,86,215
1,0,96,84,216
1,0,96,86,217
1,0,95,86,218
1,0,97,85,219
1,0,97,85,220
1,0,96,85,221
1,0,96,86,222
1,0,95,85,223
1,0,96,86,224
1,0,95,86,225
1,0,96,85,226
1,0,95,85,227
1,0,96,85,228
1,0,97,86,229
1,0,95,84,230
1,0,94,86,231
1,0,94,84,232
1,0,95,85,233
1,0,97,85,234
1,0,96,88,235
1,0,96,87,236
1,0,95,89,237
1,0,95,87,238
1,0,95,86,239
1,0,94,86,240
1,0,95,85,241
1,0,97,86,242
1,0,95,86,243
1,0,95,86,244
1,0,97,88,245
1,0,96,86,246
1,0,96,86,247
1,0,98,87,248
1,0,98,86,249
1,0,96,86,250
1,0,95,87,251
1,0,94,87,252
1,0,95,86,253
1,0,95,86,254
1,0,95,87,255
1,0,94,87,256
1,0,95,88,257
1,0,98,82,258
1,0,103,88,259
1,0,104,89,260
1,0,108,88,261
1,0,105,89,262
1,0,100,88,263
1,0,96,86,264
1,0,95,88,265
1,0,97,87,266
1,0,96,87,267
1,0,94,85,268
1,0,95,85,269
1,0,95,86,270
1,0,95,85,271
1,0,96,86,272
1,0,96,85,273
1,0,97,80,274
1,0,96,85,275
1,0,96,87,276
1,0,96,83,277
1,0,97,88,278
1,0,98,84,279
1,0,97,86,280
1,0,98,92,281
1,0,98,86,282
1,0,98,87,283
1,0,99,89,284
1,0,99,88,285
1,0,100,88,286
1,0,102,87,287
1,0,101,87,288
1,0,100,88,289
1,0,98,87,290
1,0,98,87,291
1,0,97,86,292
1,0,96,85,293
1,0,97,89,294
1,0,94,87,295
1,0,96,86,296
1,0,96,86,297
1,0,94,86,298
1,0,95,87,299
1,0,94,88,300
1,0,95,87,301
1,0,95,88,302
1,0,94,87,303
1,0,95,87,304
1,0,94,88,305
1,0,93,87,306
1,0,94,89,307
1,0,94,88,308
1,0,95,89,309
1,0,95,89,310
1,0,95,87,311
1,0,95,89,312
1,0,95,91,313
1,0,96,89,314
1,0,95,88,315
1,0,95,89,316
1,0,96,90,317
1,0,96,91,318
1,0,95,90,319
1,0,93,90,320
1,0,94,90,321
1,0,95,91,322
1,0,94,89,323
1,0,96,89,324
1,0,94,91,325
1,0,95,90,326
1,0,95,90,327
1,0,95,90,328
1,0,95,91,329
1,0,94,91,330
1,0,95,93,331
1,0,94,91,332
1,0,94,92,333
1,0,95,92,334
1,0,94,92,335
1,0,95,92,336
1,0,95,91,337
1,0,94,92,338
1,0,95,93,339
1,0,95,91,340
1,0,98,91,341
1,0,99,89,342
1,0,96,86,343
1,0,97,92,344
1,0,96,92,345
1,0,95,91,346
1,0,94,90,347
1,0,95,91,348
1,0,96,91,349
1,0,94,92,350
1,0,95,91,351
1,0,94,91,352
1,0,96,92,353
1,0,100,92,354
1,0,101,92,355
1,0,109,87,356
1,0,108,91,357
1,0,101,91,358
1,0,96,92,359
1,0,94,92,360
1,0,97,91,361
1,0,96,91,362
1,0,95,90,363
1,0,98,91,364
1,0,96,91,365
1,0,96,93,366
1,0,97,91,367
1,0,95,91,368
1,0,96,92,369
1,0,95,92,370
1,0,97,92,371
1,0,97,93,372
1,0,96,90,373
1,0,97,91,374
1,0,98,92,375
1,0,99,92,376
1,0,99,93,377
1,0,100,91,378
1,0,102,91,379
1,0,98,92,380
1,0,100,93,381
1,0,99,93,382
1,0,99,92,383
1,0,100,93,384
1,0,99,93,385
1,0,99,93,386
1,0,98,92,387
1,0,98,92,388
1,0,97,92,389
1,0,95,92,390
1,0,96,93,391
1,0,95,92,392
1,0,95,93,393
1,0,96,91,394
1,0,95,93,395
1,0,96,94,396
1,0,95,93,397
1,0,92,93,398
1,0,94,95,399
1,0,93,96,400
1,0,96,96,401
1,0,96,94,402
1,0,95,95,403
1,0,96,94,404
1,0,95,95,405
1,0,95,95,406
1,0,94,96,407
1,0,96,95,408
1,0,97,95,409
1,0,95,95,410
1,0,97,95,411
1,0,95,94,412
1,0,94,94,413
1,0,96,93,414
1,0,94,95,415
1,0,96,95,416
1,0,96,96,417
1,0,95,97,418
1,0,95,95,419
1,0,95,94,420
1,0,95,93,421
1,0,94,93,422
1,0,95,96,423
1,0,97,94,424
1,0,95,93,425
1,0,97,93,426
1,0,96,92,427
1,0,92,94,428
1,0,95,95,429
1,0,95,93,430
1,0,96,93,431
1,0,97,94,432
1,0,96,93,433
1,0,98,95,434
1,0,98,94,435
1,0,98,95,436
1,0,95,95,437
1,0,95,93,438
1,0,95,94,439
1,0,95,96,440
1,0,95,95,441
1,0,96,93,442
1,0,95,95,443
1,0,95,94,444
1,0,98,95,445
1,0,102,94,446
1,0,108,94,447
1,0,108,95,448
1,0,101,96,449
1,0,97,96,450
1,0,94,95,451
1,0,101,95,452
1,0,100,93,453
1,0,100,95,454
1,0,99,95,455
1,0,99,95,456
1,0,98,95,457
1,0,97,95,458
1,0,96,95,459
1,0,93,96,460
1,0,95,95,461
1,0,95,95,462
1,0,96,95,463
1,0,97,97,464
1,0,95,97,465
1,0,95,98,466
1,0,95,97,467
1,0,94,96,468
1,0,94,97,469
1,0,93,98,470
1,0,97,99,471
