-0.157909229	-104.989
0.241707024	-103.624
0.564856606	-101.745
0.76990312	-102.696
0.858352473	-102.209
0.866071526	-106.441
0.839114443	-105.643
0.808015919	-103.122
0.774334311	-101.331
0.715522878	-101.354
0.603773469	-103.071
0.427360282	-102.875
0.202709422	-102.358
-0.028745936	-103.273
-0.216685018	-104.683
-0.322614211	-103.867
-0.335402501	-101.042
-0.275196365	-101.435
-0.185041146	-104.001
-0.114698864	-101.596
-0.103596128	-101.297
-0.169158495	-101.924
-0.30394466	-102.848
-0.481431156	-101.217
-0.667278377	-100.49
-0.83123351	-103.281
-0.954833286	-101.399
-1.031748263	-101.294
-1.060643215	-102.575
-1.034064748	-102.344
-0.929810098	-99.157
-0.711867224	-99.468
-0.345141419	-100.363
0.178028551	-100.043
0.808994902	-99.253
1.426120097	-97.517
1.844355336	-98.669
1.857801372	-98.044
1.309524288	-95.63
0.169585216	-98.333
-1.406716496	-101.923
-3.068684999	-102.092
-4.326201176	-99.535
-4.67034493	-100.459
-3.732930141	-100.499
-1.437789573	-101.757
1.912628281	-99.882
5.660989407	-96.929
8.942210019	-91.656
10.92119013	-82.942
11.04699811	-76.371
9.23291822	-82.519
5.892230273	-92.689
1.812014387	-103.707
-2.090164256	-104.617
-5.037520981	-101.941
-6.597833139	-103.988
-6.756901448	-98.693
-5.852926183	-100.622
-4.413575154	-100.134
-2.964865298	-100.561
-1.878633819	-99.021
-1.299933931	-97.909
-1.161016669	-97.867
-1.25863866	-98.329
-1.355406892	-98.467
-1.266320224	-98.302
-0.905362709	-97.698
-0.286907817	-94.341
0.505436123	-93.411
1.360663632	-94.829
2.172897658	-95.18
2.855071089	-93.406
3.33704039	-92.769
3.559823036	-93.399
3.477779415	-95.295
3.073068532	-90.374
2.376243841	-90.571
1.479631327	-94.088
0.530692302	-95.274
-0.29879888	-96.656
-0.859628795	-98.704
-1.070665294	-97.392
-0.944543409	-96.984
-0.582841771	-95.326
-0.142720082	-92.395
0.211850658	-96.476
0.356507589	-95.933
0.235954285	-94.742
-0.129925053	-96.681
-0.66088748	-96.894
-1.243966744	-95.654
-1.76435067	-95.716
-2.131682351	-97.597
-2.296985622	-99.089
-2.258291565	-96.709
-2.055406002	-97.762
-1.756270661	-96.62
-1.438958447	-95.183
-1.173997844	-97.225
-1.010993373	-96.151
-0.971577034	-94.559
-1.048456658	-97.148
-1.208788943	-97.156
-1.399934127	-95.174
-1.556673823	-94.994
-1.610299644	-96.499
-1.500536613	-97.205
-1.190497622	-96.571
-0.683027835	-94.034
-0.034612144	-92.907
0.638809957	-93.209
1.170545549	-94.795
1.371460104	-94.779
1.078432483	-93.093
0.215603503	-91.61
-1.148027714	-96.088
-2.767326729	-97.981
-4.237795451	-98.164
-5.071739287	-95.789
-4.82641874	-96.372
-3.254381929	-95.696
-0.428081898	-96.542
3.213512574	-95.849
6.932215521	-93.046
9.870921445	-84.784
11.29997954	-73.051
10.8474707	-72.941
8.62648157	-81.819
5.205894755	-93.106
1.431166486	-100.842
-1.838882958	-98.257
-3.982120778	-96.966
-4.763702183	-94.086
-4.346035442	-94.432
-3.17322445	-96.325
-1.787661252	-92.35
-0.650510187	-93.579
-0.023282743	-95.174
0.064227997	-93.016
-0.231662928	-94.137
-0.659758993	-93.736
-0.971751309	-93.427
-0.995279749	-93.571
-0.667198398	-91.768
-0.028595659	-91.981
0.805741977	-92.324
1.687382442	-91.484
2.470862658	-89.514
3.039981945	-90.664
3.322471776	-88.362
3.29485609	-89.479
2.97987766	-89.474
2.438063751	-89.476
1.754321206	-90.327
1.020815936	-91.245
0.318766272	-92.754
-0.29673894	-92.67
-0.80441996	-93.279
-1.214054196	-93.457
-1.553667372	-94.134
-1.850953651	-94.937
-2.116058482	-93.18
-2.333149343	-94.084
-2.465293922	-94.61
-2.471753151	-95.246
-2.330937597	-95.13
-2.058723927	-95.426
-1.712719131	-94.17
-1.378598956	-94.597
-1.142651378	-91.438
-1.061393284	-92.238
-1.141144754	-94.35
-1.33645334	-93.671
-1.567987282	-94.541
-1.751903259	-94.239
-1.82786515	-94.893
-1.774089576	-94.994
-1.604387774	-94.126
-1.351027744	-92.219
-1.044136113	-92.207
-0.699868909	-94.044
-0.324722172	-93.274
0.065783513	-91.332
0.424926034	-92.83
0.664542385	-92.525
0.669369415	-93.272
0.338704398	-92.758
-0.355542612	-90.998
-1.317199904	-93.679
-2.307590518	-94.924
-2.98058269	-93.959
-2.972981611	-93.849
-2.029117163	-94.447
-0.118745011	-94.465
2.499585506	-93.276
5.305714674	-91.273
7.641907662	-86.717
8.901911738	-77.916
8.722444567	-76.698
7.106610785	-83.221
4.430413536	-90.636
1.327481754	-97.269
-1.505727605	-97.225
-3.512996716	-96.202
-4.419769647	-94.739
-4.27184254	-94.959
-3.371499797	-95.53
-2.146668445	-93.717
-1.005508889	-92.507
-0.224370267	-94.068
0.102871866	-93.544
0.051192918	-91.982
-0.195766109	-93.706
-0.424428996	-92.375
-0.46147271	-93.137
-0.217454257	-91.895
0.301916795	-91.686
1.011962688	-91.216
1.781555611	-90.539
2.46973032	-89.779
2.956895951	-89.165
3.16557343	-90.036
3.069628024	-88.216
2.69344324	-89.701
2.103291843	-90.178
1.393011284	-90.044
0.665926641	-90.632
0.015372923	-92.101
-0.492950449	-93.106
-0.832926061	-93.151
-1.020870984	-91.754
-1.107841502	-92.602
-1.162868055	-93.546
-1.251439666	-92.453
-1.415232242	-92.703
-1.658988333	-93.212
-1.948597067	-92.964
-2.221267273	-92.924
-2.40508687	-94.776
-2.442288294	-94.2
-2.30916216	-91.935
-2.026252417	-92.507
-1.655021707	-93.394
-1.280911587	-93.669
-0.9868165	-90.482
-0.824566657	-91.269
-0.793998267	-91.411
-0.838422007	-91.435
-0.861166947	-90.625
-0.760995209	-90.531
-0.476543577	-91.578
-0.024353451	-90.686
0.485880944	-90.184
0.870124211	-88.814
0.923725556	-89.041
0.497997288	-89.885
-0.423599275	-90.824
-1.678063293	-90.739
-2.928763939	-91.461
-3.735512598	-91.874
-3.678710577	-91.763
-2.505047968	-92.428
-0.246627709	-92.131
2.735108847	-89.471
5.810344865	-87.818
8.241292238	-81.82
9.397028663	-72.322
8.950669972	-73.623
6.986609918	-80.828
3.975920523	-89.474
0.627725393	-93.585
-2.328283407	-93.77
-4.349262352	-94.411
-5.207034878	-91.904
-5.002755966	-91.351
-4.079484802	-92.089
