101 0 -105
100 0 -104
100 0 -127
99 0 -136
99 0 -155
98 0 -132
97 0 -133
96 0 -129
93 0 -124
95 0 -133
95 0 -139
96 0 -133
97 0 -131
95 0 -141
95 0 -160
95 0 -158
94 0 -170
94 0 -161
93 0 -164
97 0 -167
96 0 -184
94 0 -183
95 0 -193
94 0 -189
94 0 -181
95 0 -180
95 0 -177
96 0 -180
95 0 -178
96 0 -177
94 0 -173
95 0 -175
95 0 -172
95 0 -180
95 0 -173
94 0 -173
95 0 -184
95 0 -173
93 0 -176
94 0 -178
94 0 -181
95 0 -182
96 0 -183
95 0 -181
95 0 -176
95 0 -179
93 0 -180
94 0 -177
95 0 -179
96 0 -179
95 0 -176
96 0 -182
96 0 -183
96 0 -182
97 0 -185
96 0 -187
96 0 -189
95 0 -187
95 0 -187
95 0 -191
94 0 -192
94 0 -186
93 0 -186
95 0 -182
100 0 -173
101 0 -179
106 1 -179
108 1 -180
100 1 -178
98 1 -176
93 1 -179
95 1 -173
97 1 -173
95 1 -189
96 1 -180
95 1 -197
95 1 -174
96 1 -183
96 1 -181
97 1 -184
96 1 -143
95 1 -152
97 1 -154
96 1 -157
98 1 -151
96 1 -132
98 1 -103
99 1 -81
98 0 -60
100 0 -45
100 0 -49
100 0 -53
99 0 -66
98 0 -78
100 0 -87
100 0 -100
100 0 -111
99 0 -124
97 0 -151
96 0 -117
94 0 -146
94 0 -148
95 0 -135
96 0 -144
95 0 -144
95 0 -146
95 0 -149
95 0 -143
93 0 -131
94 0 -125
94 0 -127
96 0 -129
96 0 -138
94 0 -134
94 0 -130
95 0 -135
96 0 -138
96 0 -149
95 0 -144
97 0 -139
95 0 -136
94 0 -143
95 0 -152
94 0 -140
96 0 -145
96 0 -134
95 0 -134
95 0 -133
95 0 -136
95 0 -134
95 0 -129
94 0 -131
95 0 -133
94 0 -136
95 0 -133
95 0 -130
94 0 -134
95 0 -134
94 0 -136
94 0 -130
96 0 -136
96 0 -136
98 0 -131
96 0 -133
94 0 -136
95 0 -134
97 0 -133
98 0 -134
96 0 -137
97 0 -134
97 0 -137
95 0 -138
95 0 -140
93 0 -137
95 0 -140
95 0 -137
95 0 -133
95 0 -131
97 0 -131
101 0 -132
104 0 -134
108 1 -136
104 1 -134
99 1 -135
95 1 -140
95 1 -138
96 1 -136
96 1 -139
95 1 -136
97 1 -142
95 1 -138
95 1 -131
96 1 -128
96 1 -126
97 1 -135
96 1 -127
96 1 -130
98 1 -137
96 1 -131
97 1 -147
97 1 -122
98 1 -105
99 1 -85
98 0 -61
100 0 -44
100 0 -48
100 0 -53
101 0 -68
100 0 -73
101 0 -75
99 0 -105
97 0 -115
99 0 -131
97 0 -129
97 0 -129
96 0 -116
95 0 -132
96 0 -147
95 0 -137
95 0 -144
94 0 -145
95 0 -128
95 0 -134
94 0 -143
96 0 -141
94 0 -128
95 0 -122
96 0 -127
94 0 -122
96 0 -130
95 0 -124
94 0 -133
96 0 -137
95 0 -127
96 0 -122
96 0 -118
95 0 -121
97 0 -123
97 0 -127
96 0 -117
96 0 -115
95 0 -115
96 0 -116
95 0 -124
96 0 -122
95 0 -128
96 0 -120
97 0 -122
95 0 -121
94 0 -125
94 0 -117
95 0 -115
97 0 -117
96 0 -118
96 0 -119
95 0 -121
95 0 -122
95 0 -118
94 0 -121
95 0 -123
97 0 -127
95 0 -127
95 0 -125
97 0 -126
96 0 -127
96 0 -131
98 0 -132
98 0 -129
96 0 -131
95 0 -128
94 0 -129
95 0 -132
95 0 -133
95 0 -135
94 0 -136
95 0 -134
98 0 -130
103 0 -129
104 0 -132
108 1 -132
105 1 -132
100 1 -135
96 1 -136
95 1 -140
97 1 -140
96 1 -140
94 1 -142
95 1 -137
95 1 -136
95 1 -148
96 1 -138
96 1 -132
97 1 -125
96 1 -133
96 1 -129
96 1 -140
97 1 -132
98 1 -150
97 1 -127
98 1 -100
98 1 -64
98 1 -56
99 1 -43
99 0 -40
100 0 -36
102 0 -37
101 0 -38
100 0 -40
98 0 -44
98 0 -48
97 0 -53
96 0 -54
97 0 -73
94 0 -70
96 0 -86
96 0 -97
94 0 -103
95 0 -117
94 0 -130
95 0 -120
95 0 -109
94 0 -126
95 0 -138
94 0 -150
93 0 -130
94 0 -154
94 0 -143
95 0 -134
95 0 -127
95 0 -138
95 0 -147
95 0 -148
96 0 -136
95 0 -132
95 0 -127
96 0 -123
96 0 -118
95 0 -138
93 0 -144
94 0 -147
95 0 -146
94 0 -133
96 0 -131
94 0 -146
95 0 -139
95 0 -134
95 0 -137
95 0 -134
94 0 -132
95 0 -138
94 0 -137
94 0 -139
95 0 -143
94 0 -137
95 0 -137
95 0 -139
94 0 -136
95 0 -135
95 0 -136
