101,0,-150,1
100,0,-152,2
100,0,-151,3
99,0,-151,4
99,0,-150,5
98,0,-150,6
97,0,-152,7
96,0,-149,8
93,0,-152,9
95,0,-150,10
95,0,-151,11
96,0,-151,12
97,0,-150,13
95,0,-153,14
95,0,-152,15
95,0,-151,16
94,0,-150,17
94,0,-151,18
93,0,-150,19
97,0,-148,20
96,0,-149,21
94,0,-149,22
95,0,-149,23
94,0,-149,24
94,0,-150,25
95,0,-150,26
95,0,-149,27
96,0,-149,28
95,0,-149,29
96,0,-150,30
94,0,-152,31
95,0,-152,32
95,0,-151,33
95,0,-146,34
95,0,-148,35
94,0,-149,36
95,0,-151,37
95,0,-147,38
93,0,-150,39
94,0,-150,40
94,0,-153,41
95,0,-151,42
96,0,-150,43
95,0,-156,44
95,0,-152,45
95,0,-153,46
93,0,-155,47
94,0,-153,48
95,0,-153,49
96,0,-151,50
95,0,-154,51
96,0,-151,52
96,0,-153,53
96,0,-152,54
97,0,-147,55
96,0,-148,56
96,0,-151,57
95,0,-151,58
95,0,-149,59
95,0,-150,60
94,0,-149,61
94,0,-148,62
93,0,-151,63
95,0,-150,64
100,0,-151,65
101,0,-148,66
106,1,-151,67
108,1,-151,68
100,1,-151,69
98,1,-154,70
93,1,-162,71
95,1,-166,72
97,1,-162,73
95,1,-157,74
96,1,-166,75
95,1,-177,76
95,1,-161,77
96,1,-171,78
96,1,-158,79
97,1,-156,80
96,1,-155,81
95,1,-153,82
97,1,-163,83
96,1,-154,84
98,1,-158,85
96,1,-155,86
98,1,-140,87
99,1,-122,88
98,0,-89,89
100,0,-59,90
100,0,-64,91
100,0,-80,92
99,0,-80,93
98,0,-96,94
100,0,-121,95
100,0,-123,96
100,0,-165,97
99,0,-148,98
97,0,-157,99
96,0,-148,100
94,0,-138,101
94,0,-131,102
95,0,-149,103
96,0,-131,104
95,0,-134,105
95,0,-131,106
95,0,-126,107
95,0,-126,108
93,0,-127,109
94,0,-127,110
94,0,-132,111
96,0,-141,112
96,0,-151,113
94,0,-167,114
94,0,-140,115
95,0,-161,116
96,0,-154,117
96,0,-143,118
95,0,-131,119
97,0,-131,120
95,0,-139,121
94,0,-140,122
95,0,-147,123
94,0,-147,124
96,0,-147,125
96,0,-147,126
95,0,-153,127
95,0,-151,128
95,0,-151,129
95,0,-143,130
95,0,-145,131
94,0,-147,132
95,0,-143,133
94,0,-139,134
95,0,-135,135
95,0,-133,136
94,0,-136,137
95,0,-139,138
94,0,-139,139
94,0,-144,140
96,0,-142,141
96,0,-141,142
98,0,-138,143
96,0,-135,144
94,0,-135,145
95,0,-137,146
97,0,-138,147
98,0,-135,148
96,0,-139,149
97,0,-141,150
97,0,-140,151
95,0,-138,152
95,0,-139,153
93,0,-141,154
95,0,-145,155
95,0,-140,156
95,0,-140,157
95,0,-140,158
97,0,-138,159
101,0,-140,160
104,0,-141,161
108,1,-142,162
104,1,-142,163
99,1,-139,164
95,1,-140,165
95,1,-142,166
96,1,-141,167
96,1,-145,168
95,1,-145,169
97,1,-150,170
95,1,-143,171
95,1,-157,172
96,1,-170,173
96,1,-156,174
97,1,-156,175
96,1,-145,176
96,1,-154,177
98,1,-153,178
96,1,-150,179
97,1,-166,180
97,1,-167,181
98,1,-134,182
99,1,-94,183
98,0,-74,184
100,0,-56,185
100,0,-58,186
100,0,-68,187
101,0,-89,188
100,0,-95,189
101,0,-122,190
99,0,-117,191
97,0,-140,192
99,0,-155,193
97,0,-164,194
97,0,-150,195
96,0,-126,196
95,0,-136,197
96,0,-144,198
95,0,-139,199
95,0,-142,200
94,0,-143,201
95,0,-140,202
95,0,-142,203
94,0,-139,204
96,0,-150,205
94,0,-150,206
95,0,-153,207
96,0,-147,208
94,0,-143,209
96,0,-154,210
95,0,-149,211
94,0,-153,212
96,0,-158,213
95,0,-147,214
96,0,-156,215
96,0,-129,216
95,0,-140,217
97,0,-144,218
97,0,-150,219
96,0,-147,220
96,0,-145,221
95,0,-145,222
96,0,-144,223
95,0,-147,224
96,0,-147,225
95,0,-145,226
96,0,-145,227
97,0,-145,228
95,0,-151,229
94,0,-148,230
94,0,-139,231
95,0,-139,232
97,0,-138,233
96,0,-143,234
96,0,-143,235
95,0,-136,236
95,0,-144,237
95,0,-147,238
94,0,-150,239
95,0,-146,240
97,0,-150,241
95,0,-153,242
95,0,-146,243
97,0,-142,244
96,0,-145,245
96,0,-145,246
98,0,-136,247
98,0,-135,248
96,0,-136,249
95,0,-137,250
94,0,-136,251
95,0,-142,252
95,0,-141,253
95,0,-136,254
94,0,-130,255
95,0,-134,256
98,0,-134,257
103,0,-137,258
104,0,-138,259
108,1,-138,260
105,1,-138,261
100,1,-138,262
96,1,-140,263
95,1,-141,264
97,1,-141,265
96,1,-147,266
94,1,-143,267
95,1,-143,268
95,1,-146,269
95,1,-154,270
96,1,-156,271
96,1,-140,272
97,1,-149,273
96,1,-151,274
96,1,-130,275
96,1,-137,276
97,1,-120,277
98,1,-144,278
97,1,-150,279
98,1,-122,280
98,1,-84,281
98,1,-63,282
99,1,-53,283
99,0,-42,284
100,0,-39,285
102,0,-39,286
101,0,-43,287
100,0,-45,288
98,0,-49,289
98,0,-56,290
97,0,-58,291
96,0,-67,292
97,0,-76,293
94,0,-76,294
96,0,-98,295
96,0,-121,296
94,0,-148,297
95,0,-166,298
94,0,-154,299
95,0,-151,300
95,0,-145,301
94,0,-127,302
95,0,-134,303
94,0,-125,304
93,0,-136,305
94,0,-138,306
94,0,-136,307
95,0,-130,308
95,0,-140,309
95,0,-132,310
95,0,-144,311
95,0,-135,312
96,0,-142,313
95,0,-142,314
95,0,-138,315
96,0,-146,316
96,0,-167,317
95,0,-172,318
93,0,-154,319
94,0,-174,320
95,0,-155,321
94,0,-160,322
96,0,-144,323
94,0,-142,324
95,0,-149,325
95,0,-147,326
95,0,-145,327
95,0,-140,328
94,0,-142,329
95,0,-137,330
94,0,-133,331
94,0,-134,332
95,0,-133,333
94,0,-133,334
95,0,-136,335
95,0,-134,336
94,0,-128,337
95,0,-132,338
95,0,-140,339
98,0,-140,340
99,0,-149,341
96,0,-149,342
97,0,-150,343
96,0,-159,344
95,0,-151,345
94,0,-150,346
95,0,-153,347
96,0,-152,348
94,0,-150,349
95,0,-151,350
94,0,-152,351
96,0,-148,352
100,0,-151,353
101,0,-151,354
109,1,-153,355
108,1,-152,356
101,1,-151,357
96,1,-150,358
94,1,-150,359
97,1,-157,360
96,1,-164,361
95,1,-165,362
98,1,-153,363
96,1,-150,364
96,1,-156,365
97,1,-161,366
95,1,-167,367
96,1,-157,368
95,1,-150,369
97,1,-149,370
97,1,-146,371
96,1,-154,372
97,1,-156,373
98,1,-190,374
99,1,-135,375
99,0,-98,376
100,0,-63,377
102,0,-65,378
98,0,-78,379
100,0,-100,380
99,0,-105,381
99,0,-118,382
100,0,-143,383
99,0,-148,384
99,0,-160,385
98,0,-146,386
98,0,-135,387
97,0,-129,388
95,0,-142,389
96,0,-142,390
95,0,-146,391
95,0,-135,392
96,0,-147,393
95,0,-136,394
96,0,-132,395
95,0,-126,396
92,0,-138,397
94,0,-139,398
93,0,-138,399
96,0,-156,400
96,0,-149,401
95,0,-156,402
96,0,-159,403
95,0,-150,404
95,0,-153,405
94,0,-152,406
96,0,-135,407
97,0,-148,408
95,0,-158,409
97,0,-138,410
95,0,-135,411
94,0,-141,412
96,0,-134,413
94,0,-131,414
96,0,-127,415
96,0,-131,416
95,0,-133,417
95,0,-140,418
95,0,-135,419
95,0,-131,420
94,0,-128,421
95,0,-134,422
97,0,-138,423
95,0,-131,424
97,0,-131,425
96,0,-127,426
92,0,-133,427
95,0,-130,428
95,0,-138,429
96,0,-139,430
97,0,-133,431
96,0,-132,432
98,0,-131,433
98,0,-131,434
98,0,-131,435
95,0,-134,436
