-1.94,0,1,-253,0
-1.63,0,1,-221,1
-1.3,0,1,-245,2
-0.97,0,1,-239,3
-0.66,0,1,-250,4
-0.39,0,1,-248,5
-0.18,0,1,-250,6
-0.05,0,1,-257,7
0.02,0,1,-215,8
0.02,0,1,-257,9
-0.03,0,1,-209,10
-0.11,0,1,-217,11
-0.2,0,1,-249,12
-0.28,0,1,-206,13
-0.3,0,1,-207,14
-0.26,0,1,-202,15
-0.12,0,1,-219,16
0.13,0,1,-215,17
0.49,0,1,-195,18
0.95,0,1,-216,19
1.48,0,1,-207,20
2.07,0,1,-220,21
2.67,0,1,-220,22
3.23,0,1,-219,23
3.7,0,1,-207,24
4.04,1,0,-189,25
4.21,1,0,-215,26
4.19,1,0,-204,27
3.97,1,0,-214,28
3.54,1,0,-192,29
2.93,1,0,-182,30
2.17,1,0,-189,31
1.31,1,0,-237,32
0.41,1,0,-255,33
-0.49,1,0,-266,34
-1.31,1,0,-223,35
-2.01,1,0,-280,36
-2.56,1,0,-185,37
-2.91,1,0,-119,38
-3.07,1,0,31,39
-3.02,1,0,80,40
-2.79,1,0,91,41
-2.4,1,0,100,42
-1.89,1,0,96,43
-1.29,1,0,90,44
-0.65,1,0,86,45
-0.02,1,0,83,46
0.57,1,0,83,47
1.07,1,0,86,48
1.46,0,1,96,49
1.73,0,1,101,50
1.86,0,1,102,51
1.85,0,1,100,52
1.71,0,1,98,53
1.46,0,1,94,54
1.12,0,1,91,55
0.71,0,1,87,56
0.25,0,1,77,57
-0.22,0,1,69,58
-0.67,0,1,55,59
-1.1,0,1,35,60
-1.47,0,1,-11,61
-1.78,0,1,-89,62
-2.01,0,1,-187,63
-2.15,0,1,-156,64
-2.21,0,1,-181,65
-2.19,0,1,-169,66
-2.09,0,1,-246,67
-1.93,0,1,-241,68
-1.73,0,1,-257,69
-1.48,0,1,-212,70
-1.23,0,1,-200,71
-0.98,0,1,-202,72
-0.75,0,1,-180,73
-0.57,0,1,-146,74
-0.44,0,1,-204,75
-0.37,0,1,-208,76
-0.38,0,1,-228,77
-0.46,0,1,-228,78
-0.61,0,1,-262,79
-0.81,0,1,-186,80
-1.04,0,1,-238,81
-1.28,0,1,-213,82
-1.5,0,1,-236,83
-1.66,0,1,-271,84
-1.73,0,1,-261,85
-1.69,0,1,-253,86
-1.51,0,1,-165,87
-1.18,0,1,-191,88
-0.7,0,1,-226,89
-0.09,0,1,-182,90
0.64,0,1,-231,91
1.44,0,1,-193,92
2.25,0,1,-224,93
3.04,0,1,-229,94
3.73,1,0,-253,95
4.28,1,0,-252,96
4.64,1,0,-270,97
4.78,1,0,-254,98
4.67,1,0,-231,99
4.32,1,0,-267,100
3.76,1,0,-228,101
3.01,1,0,-243,102
2.13,1,0,-140,103
1.19,1,0,-171,104
0.23,1,0,-255,105
-0.66,1,0,-180,106
-1.43,1,0,-142,107
-2.04,1,0,27,108
-2.45,1,0,67,109
-2.63,1,0,91,110
-2.6,1,0,98,111
-2.36,1,0,96,112
-1.93,1,0,91,113
-1.37,1,0,85,114
-0.71,1,0,77,115
-0.01,1,0,80,116
0.69,0,1,91,117
1.33,0,1,96,118
1.88,0,1,97,119
2.29,0,1,96,120
2.56,0,1,96,121
2.67,0,1,89,122
2.62,0,1,85,123
2.43,0,1,84,124
2.11,0,1,73,125
1.69,0,1,48,126
1.19,0,1,30,127
0.66,0,1,-30,128
0.12,0,1,-47,129
-0.4,0,1,-166,130
-0.88,0,1,-197,131
-1.29,0,1,-245,132
-1.63,0,1,-306,133
