-1.94,0,1,-165
-1.63,0,1,-160
-1.3,0,1,-162
-0.97,0,1,-166
-0.66,0,1,-166
-0.39,0,1,-165
-0.18,0,1,-155
-0.05,0,1,-163
0.02,0,1,-168
0.02,0,1,-157
-0.03,0,1,-165
-0.11,0,1,-164
-0.2,0,1,-166
-0.28,0,1,-165
-0.3,0,1,-166
-0.26,0,1,-164
-0.12,0,1,-168
0.13,0,1,-163
0.49,0,1,-169
0.95,0,1,-166
1.48,0,1,-182
2.07,0,1,-165
2.67,0,1,-163
3.23,0,1,-165
3.7,0,1,-167
4.04,1,0,-163
4.21,1,0,-164
4.19,1,0,-175
3.97,1,0,-166
3.54,1,0,-170
2.93,1,0,-165
2.17,1,0,-178
1.31,1,0,-170
0.41,1,0,-167
-0.49,1,0,-165
-1.31,1,0,-165
-2.01,1,0,-167
-2.56,1,0,-166
-2.91,1,0,-166
-3.07,1,0,-168
-3.02,1,0,-164
-2.79,1,0,-164
-2.4,1,0,46
-1.89,1,0,54
-1.29,1,0,51
-0.65,1,0,19
-0.02,1,0,-21
0.57,1,0,6
1.07,1,0,20
1.46,1,0,55
1.73,1,0,66
1.86,1,0,67
1.85,0,1,68
1.71,0,1,61
1.46,0,1,36
1.12,0,1,14
0.71,0,1,-8
0.25,0,1,-14
-0.22,0,1,-133
-0.67,0,1,-180
-1.1,0,1,-211
-1.47,0,1,-220
-1.78,0,1,-216
-2.01,0,1,-252
-2.15,0,1,-147
-2.21,0,1,-161
-2.19,0,1,-208
-2.09,0,1,-183
-1.93,0,1,-190
-1.73,0,1,-199
-1.48,0,1,-113
-1.23,0,1,-258
-0.98,0,1,-160
-0.75,0,1,-215
-0.57,0,1,-179
-0.44,0,1,-137
-0.37,0,1,-163
-0.38,0,1,-169
-0.46,0,1,-157
-0.61,0,1,-162
-0.81,0,1,-185
-1.04,0,1,-159
-1.28,0,1,-145
-1.5,0,1,-160
-1.66,0,1,-157
-1.73,0,1,-155
-1.69,0,1,-127
-1.51,0,1,-125
-1.18,0,1,-129
-0.7,0,1,-100
-0.09,0,1,-142
0.64,0,1,-167
1.44,0,1,-168
2.25,0,1,-164
3.04,0,1,-169
3.73,1,0,-166
4.28,1,0,-167
4.64,1,0,-169
4.78,1,0,-160
4.67,1,0,-93
4.32,1,0,-109
3.76,1,0,-101
