-1.94 0 1 -863
-1.63 0 1 -866
-1.30 0 1 -865
-0.97 0 1 -865
-0.66 0 1 -865
-0.39 0 1 -864
-0.18 0 1 -863
-0.05 0 1 -864
0.02 0 1 -864
0.02 0 1 -866
-0.03 0 1 -865
-0.11 0 1 -868
-0.20 0 1 -864
-0.28 0 1 -863
-0.30 0 1 -864
-0.26 0 1 -862
-0.12 0 1 -864
0.13 0 1 -854
0.49 0 1 -863
0.95 0 1 -861
1.48 0 1 -869
2.07 0 1 -864
2.67 0 1 -871
3.23 0 1 -863
3.70 0 1 -869
4.04 1 0 -867
4.21 1 0 -854
4.19 1 0 -868
3.97 1 0 -861
3.54 1 0 -879
2.93 1 0 -865
2.17 1 0 -881
1.31 1 0 -865
0.41 1 0 -875
-0.49 1 0 -864
-1.31 1 0 -863
-2.01 1 0 -866
-2.56 1 0 -865
-2.91 1 0 -864
-3.07 1 0 -865
-3.02 1 0 -864
-2.79 1 0 -866
-2.40 1 0 -868
-1.89 1 0 -865
-1.29 1 0 -855
-0.65 1 0 -860
-0.02 1 0 -865
0.57 1 0 -869
1.07 1 0 106
1.46 1 0 -497
1.73 1 0 110
1.86 1 0 110
1.85 0 1 111
1.71 0 1 112
1.46 0 1 113
1.12 0 1 111
0.71 0 1 111
0.25 0 1 110
-0.22 0 1 108
-0.67 0 1 109
-1.10 0 1 107
-1.47 0 1 105
-1.78 0 1 105
-2.01 0 1 104
-2.15 0 1 101
-2.21 0 1 101
-2.19 0 1 98
-2.09 0 1 92
-1.93 0 1 89
-1.73 0 1 83
-1.48 0 1 74
-1.23 0 1 57
-0.98 0 1 42
-0.75 0 1 1
-0.57 0 1 -39
-0.44 0 1 -82
-0.37 0 1 -149
-0.38 0 1 -157
-0.46 0 1 -197
-0.61 0 1 -204
-0.81 0 1 -199
-1.04 0 1 -207
-1.28 0 1 -151
-1.50 0 1 -112
-1.66 0 1 -389
-1.73 0 1 -215
-1.69 0 1 -172
-1.51 0 1 -164
-1.18 0 1 -865
-0.70 0 1 -865
-0.09 0 1 -845
0.64 0 1 -867
1.44 0 1 -200
2.25 0 1 -97
3.04 0 1 -115
3.73 1 0 -145
4.28 1 0 -217
4.64 1 0 -177
4.78 1 0 -147
4.67 1 0 -153
4.32 1 0 -210
3.76 1 0 -187
3.01 1 0 -174
2.13 1 0 -169
1.19 1 0 -190
0.23 1 0 -174
-0.66 1 0 -144
-1.43 1 0 13
-2.04 1 0 61
-2.45 1 0 78
-2.63 1 0 89
-2.60 1 0 97
-2.36 1 0 100
-1.93 1 0 103
-1.37 1 0 105
-0.71 1 0 106
-0.01 1 0 109
0.69 1 0 110
1.33 1 0 112
1.88 1 0 111
2.29 0 1 114
2.56 0 1 113
2.67 0 1 113
2.62 0 1 113
2.43 0 1 112
2.11 0 1 111
1.69 0 1 111
1.19 0 1 108
0.66 0 1 109
0.12 0 1 110
-0.40 0 1 107
-0.88 0 1 106
-1.29 0 1 104
-1.63 0 1 104
-1.89 0 1 102
-2.07 0 1 89
-2.16 0 1 98
-2.19 0 1 96
-2.15 0 1 92
-2.06 0 1 81
-1.94 0 1 74
-1.79 0 1 62
-1.62 0 1 22
-1.44 0 1 -36
-1.27 0 1 -16
-1.10 0 1 -63
-0.94 0 1 -158
-0.81 0 1 -215
-0.70 0 1 -239
-0.62 0 1 -228
-0.57 0 1 -216
-0.57 0 1 -161
-0.61 0 1 -234
-0.69 0 1 -242
-0.81 0 1 -215
-0.97 0 1 -194
-1.15 0 1 -162
-1.34 0 1 -171
-1.51 0 1 -130
-1.64 0 1 -105
-1.72 0 1 -197
-1.71 0 1 -196
-1.59 0 1 -95
-1.36 0 1 -148
-0.99 0 1 -100
-0.50 0 1 -140
0.10 0 1 -105
0.78 0 1 -113
1.51 0 1 -150
2.25 0 1 -160
2.94 0 1 -139
3.53 0 1 -123
3.98 1 0 -138
4.24 1 0 -114
4.29 1 0 -147
4.12 1 0 -152
3.73 1 0 -166
3.14 1 0 -149
2.40 1 0 -100
1.54 1 0 -165
0.64 1 0 -124
-0.26 1 0 -249
-1.08 1 0 -187
-1.78 1 0 -176
-2.32 1 0 -76
-2.66 1 0 45
-2.79 1 0 72
-2.71 1 0 82
-2.43 1 0 87
-1.98 1 0 97
-1.39 1 0 101
-0.72 1 0 102
-0.00 1 0 96
0.71 1 0 108
1.38 1 0 109
1.96 1 0 110
2.42 0 1 111
2.74 0 1 112
2.92 0 1 112
2.94 0 1 110
2.83 0 1 110
2.58 0 1 110
2.24 0 1 109
1.81 0 1 109
1.34 0 1 106
0.84 0 1 106
0.34 0 1 105
-0.13 0 1 103
-0.56 0 1 101
-0.94 0 1 101
-1.25 0 1 98
-1.50 0 1 95
-1.69 0 1 91
-1.82 0 1 88
-1.90 0 1 79
-1.94 0 1 78
-1.94 0 1 57
-1.92 0 1 27
-1.88 0 1 -52
-1.82 0 1 -51
-1.76 0 1 -128
-1.69 0 1 -207
-1.61 0 1 -138
-1.54 0 1 -202
-1.45 0 1 -229
-1.37 0 1 -248
-1.29 0 1 -286
-1.21 0 1 -243
-1.14 0 1 -172
-1.07 0 1 -217
-1.02 0 1 -180
-0.98 0 1 -165
-0.96 0 1 -179
-0.94 0 1 -156
-0.93 0 1 -148
-0.91 0 1 -158
-0.88 0 1 -180
-0.83 0 1 -129
-0.73 0 1 -144
-0.57 0 1 -140
-0.35 0 1 -151
-0.06 0 1 -140
