-1.94,0,1,105.5804242,0
-1.63,0,1,103.5713781,1
-1.3,0,1,101.6633049,2
-0.97,0,1,99.67518373,3
-0.66,0,1,97.1961044,4
-0.39,0,1,93.61393583,5
-0.18,0,1,88.24142701,6
-0.05,0,1,80.48950803,7
0.02,0,1,70.01052004,8
0.02,0,1,56.74119022,9
-0.03,0,1,40.81818357,10
-0.11,0,1,22.40329638,11
-0.2,0,1,1.51280466,12
-0.28,0,1,-22.03470003,13
-0.3,0,1,-48.47425917,14
-0.26,0,1,-77.76361084,15
-0.12,0,1,-109.1787965,16
0.13,0,1,-141.0217644,17
0.49,0,1,-170.6236614,18
0.95,0,1,-194.7406831,19
1.48,0,1,-210.2949939,20
2.07,0,1,-215.2647774,21
2.67,0,1,-209.4302263,22
3.23,0,1,-194.6757987,23
3.7,0,1,-174.6512321,24
4.04,1,0,-153.7946677,25
4.21,1,0,-135.9699856,26
4.19,1,0,-123.1726713,27
3.97,1,0,-114.8076003,28
3.54,1,0,-107.8795268,29
2.93,1,0,-98.10115216,30
2.17,1,0,-81.54696063,31
1.31,1,0,-56.23261895,32
0.41,1,0,-23.00356126,33
-0.49,1,0,14.61438753,34
-1.31,1,0,51.52844712,35
-2.01,1,0,82.70052373,36
-2.56,1,0,104.6497043,37
-2.91,1,0,116.3096434,38
-3.07,1,0,119.0177277,39
-3.02,1,0,115.7627454,40
-2.79,1,0,110.0636749,41
-2.4,1,0,104.9145674,42
-1.89,1,0,102.1208826,43
-1.29,1,0,102.1488944,44
-0.65,1,0,104.4093006,45
-0.02,1,0,107.772207,46
0.57,1,0,111.0889001,47
1.07,1,0,113.5564511,48
1.46,1,0,114.8593132,49
1.73,1,0,115.1128078,50
1.86,1,0,114.6887165,51
1.85,0,1,114.0160337,52
1.71,0,1,113.4290301,53
1.46,0,1,113.0966895,54
1.12,0,1,113.0295368,55
0.71,0,1,113.1345894,56
0.25,0,1,113.2819869,57
-0.22,0,1,113.355516,58
-0.67,0,1,113.2761747,59
-1.1,0,1,113.0040147,60
-1.47,0,1,112.5318427,61
-1.78,0,1,111.8826245,62
-2.01,0,1,111.1133256,63
-2.15,0,1,110.3175948,64
-2.21,0,1,109.6147515,65
-2.19,0,1,109.1167911,66
-2.09,0,1,108.8775025,67
-1.93,0,1,108.8424474,68
-1.73,0,1,108.827246,69
-1.48,0,1,108.5476573,70
-1.23,0,1,107.7068782,71
-0.98,0,1,106.1187815,72
-0.75,0,1,103.8211726,73
-0.57,0,1,101.1223419,74
-0.44,0,1,98.53519143,75
-0.37,0,1,96.58682029,76
-0.38,0,1,95.54009584,77
-0.46,0,1,95.11251206,78
-0.61,0,1,94.30730009,79
-0.81,0,1,91.46413567,80
-1.04,0,1,84.582363,81
-1.28,0,1,71.87545497,82
