101 0 -160
101 0 -157
100 0 -160
100 0 -172
100 0 -158
100 0 -161
99 0 -157
99 0 -171
99 0 -151
99 0 -152
98 0 -153
98 0 -154
97 0 -163
97 0 -164
96 0 -162
96 0 -172
93 0 -159
93 0 -165
95 0 -175
95 0 -163
95 0 -159
95 0 -157
96 0 -158
96 0 -161
97 0 -165
97 0 -155
95 0 -164
95 0 -166
95 0 -151
95 0 -168
95 0 -156
95 0 -163
94 0 -157
94 0 -152
94 0 -152
94 0 -154
93 0 -163
93 0 -178
97 0 -175
97 0 -178
96 0 -155
96 0 -160
94 0 -161
94 0 -161
95 0 -175
95 0 -171
94 0 -175
94 0 -170
94 0 -175
94 0 -167
95 0 -173
95 0 -157
95 0 -157
95 0 -154
96 0 -148
96 0 -150
95 0 -143
95 0 -152
96 0 -158
96 0 -146
94 0 -150
94 0 -153
95 0 -163
95 0 -160
95 0 -156
95 0 -153
95 0 -157
95 0 -163
95 0 -169
95 0 -156
94 0 -158
94 0 -164
95 0 -160
95 0 -151
95 0 -153
95 0 -148
93 0 -148
93 0 -150
94 0 -157
94 0 -164
94 0 -153
94 0 -166
95 0 -170
95 0 -172
96 0 -161
96 0 -153
95 0 -153
95 0 -148
95 0 -161
95 0 -155
95 0 -159
95 0 -157
93 0 -156
93 0 -162
94 0 -156
94 0 -153
95 0 -155
95 0 -151
96 0 -149
96 0 -152
95 0 -155
95 0 -149
96 0 -147
96 0 -152
96 0 -157
96 0 -156
96 0 -157
96 0 -155
97 0 -156
97 0 -150
96 0 -151
96 0 -155
96 0 -147
96 0 -141
95 0 -141
95 0 -143
95 0 -144
95 0 -147
95 0 -147
95 0 -146
94 0 -149
94 0 -149
94 0 -148
94 0 -147
93 0 -145
93 0 -146
95 0 -147
95 0 -149
100 0 -152
100 0 -152
101 0 -149
101 0 -156
106 1 -158
106 1 -154
108 1 -151
108 1 -148
100 1 -147
100 1 -149
98 1 -151
98 1 -152
93 1 -147
93 1 -154
95 1 -143
95 1 -143
97 1 -146
97 1 -154
95 1 -166
95 1 -136
96 1 -113
96 1 -96
95 1 -86
95 1 -66
95 1 -56
95 1 -48
96 1 -43
96 1 -42
96 1 -40
96 1 -37
97 1 -36
97 1 -33
96 1 -34
96 1 -32
95 1 -31
95 1 -29
97 1 -30
97 1 -30
96 1 -29
96 1 -28
98 1 -28
98 1 -27
96 1 -27
96 1 -27
98 1 -27
98 1 -27
99 1 -26
99 1 -27
98 0 -27
98 0 -26
100 0 -26
100 0 -27
100 0 -27
100 0 -27
100 0 -27
100 0 -27
99 0 -28
99 0 -27
98 0 -28
98 0 -29
100 0 -29
100 0 -29
100 0 -29
100 0 -30
100 0 -29
100 0 -30
99 0 -30
99 0 -31
97 0 -31
97 0 -31
96 0 -32
96 0 -33
94 0 -33
94 0 -33
94 0 -33
94 0 -33
95 0 -32
95 0 -33
96 0 -34
96 0 -35
95 0 -36
95 0 -37
95 0 -38
95 0 -40
95 0 -42
95 0 -44
95 0 -44
95 0 -45
93 0 -47
93 0 -51
94 0 -52
94 0 -58
94 0 -59
94 0 -66
96 0 -74
96 0 -78
96 0 -98
96 0 -114
94 0 -139
94 0 -166
94 0 -202
94 0 -185
95 0 -216
95 0 -210
96 0 -257
96 0 -219
96 0 -242
96 0 -236
95 0 -233
95 0 -219
97 0 -230
97 0 -191
95 0 -207
95 0 -206
94 0 -231
94 0 -178
95 0 -177
95 0 -162
94 0 -158
94 0 -151
96 0 -142
96 0 -163
96 0 -153
96 0 -169
95 0 -146
95 0 -177
95 0 -157
95 0 -154
95 0 -164
95 0 -154
95 0 -156
95 0 -170
95 0 -171
95 0 -169
94 0 -194
94 0 -181
95 0 -183
95 0 -177
94 0 -164
94 0 -182
95 0 -157
95 0 -183
95 0 -173
95 0 -162
94 0 -161
94 0 -176
95 0 -164
95 0 -166
94 0 -164
94 0 -143
94 0 -158
94 0 -156
96 0 -162
96 0 -177
96 0 -159
96 0 -153
98 0 -153
98 0 -160
96 0 -169
96 0 -175
94 0 -175
94 0 -156
95 0 -168
95 0 -166
97 0 -160
97 0 -158
98 0 -157
98 0 -162
96 0 -169
96 0 -155
97 0 -163
97 0 -169
97 0 -159
97 0 -160
95 0 -171
95 0 -174
95 0 -178
95 0 -178
93 0 -166
93 0 -178
95 0 -189
95 0 -175
95 0 -170
95 0 -172
95 0 -176
95 0 -178
95 0 -177
95 0 -166
97 0 -157
97 0 -151
101 0 -154
101 0 -157
104 0 -153
104 0 -153
108 1 -158
108 1 -149
104 1 -151
104 1 -146
99 1 -144
99 1 -141
95 1 -144
95 1 -145
95 1 -155
95 1 -155
96 1 -162
96 1 -157
96 1 -168
96 1 -179
95 1 -163
95 1 -151
97 1 -122
97 1 -102
95 1 -83
95 1 -65
95 1 -55
95 1 -49
96 1 -44
96 1 -42
96 1 -38
96 1 -37
97 1 -34
97 1 -33
96 1 -32
96 1 -32
96 1 -31
96 1 -30
98 1 -30
98 1 -29
96 1 -29
96 1 -28
97 1 -28
97 1 -27
97 1 -27
97 1 -27
98 1 -27
98 1 -27
99 1 -27
99 1 -27
98 0 -27
98 0 -26
100 0 -26
100 0 -27
100 0 -26
100 0 -27
100 0 -27
100 0 -28
101 0 -28
101 0 -28
100 0 -29
100 0 -29
101 0 -30
101 0 -30
99 0 -29
99 0 -29
97 0 -29
97 0 -29
99 0 -30
99 0 -31
97 0 -32
97 0 -31
97 0 -31
97 0 -32
96 0 -34
96 0 -34
95 0 -34
95 0 -34
96 0 -35
96 0 -36
95 0 -36
95 0 -37
95 0 -38
95 0 -39
94 0 -38
94 0 -39
95 0 -42
95 0 -44
95 0 -46
95 0 -47
94 0 -46
94 0 -51
96 0 -55
96 0 -61
94 0 -65
94 0 -78
95 0 -80
95 0 -103
96 0 -106
96 0 -133
94 0 -152
94 0 -182
96 0 -201
96 0 -190
95 0 -188
95 0 -199
94 0 -202
94 0 -195
96 0 -224
96 0 -198
95 0 -211
95 0 -173
96 0 -160
96 0 -213
96 0 -194
96 0 -202
95 0 -189
95 0 -172
97 0 -170
97 0 -167
97 0 -163
97 0 -181
96 0 -166
96 0 -167
96 0 -182
96 0 -184
95 0 -189
95 0 -160
96 0 -172
96 0 -153
95 0 -156
95 0 -165
96 0 -156
96 0 -171
95 0 -167
95 0 -152
96 0 -170
96 0 -174
97 0 -175
97 0 -167
95 0 -171
95 0 -161
94 0 -156
94 0 -158
94 0 -165
94 0 -195
95 0 -170
95 0 -170
97 0 -176
97 0 -160
96 0 -178
96 0 -182
96 0 -168
96 0 -171
95 0 -167
95 0 -162
95 0 -163
95 0 -151
95 0 -162
95 0 -164
94 0 -151
94 0 -166
95 0 -161
95 0 -167
97 0 -172
97 0 -169
95 0 -176
95 0 -158
95 0 -150
95 0 -155
97 0 -156
97 0 -164
96 0 -171
96 0 -173
96 0 -176
96 0 -162
98 0 -157
98 0 -175
98 0 -156
98 0 -162
96 0 -178
96 0 -172
95 0 -152
95 0 -158
94 0 -154
94 0 -162
95 0 -175
95 0 -176
95 0 -165
95 0 -177
95 0 -163
95 0 -163
94 0 -163
94 0 -164
95 0 -159
95 0 -165
98 0 -163
98 0 -169
103 0 -171
103 0 -173
104 0 -175
104 0 -170
108 1 -173
108 1 -172
105 1 -170
105 1 -163
100 1 -172
100 1 -168
96 1 -178
96 1 -174
95 1 -161
95 1 -188
97 1 -176
97 1 -170
96 1 -168
96 1 -174
94 1 -161
94 1 -132
95 1 -123
95 1 -93
95 1 -84
95 1 -66
95 1 -57
95 1 -49
96 1 -44
96 1 -41
96 1 -39
96 1 -37
97 1 -36
97 1 -34
96 1 -33
96 1 -32
96 1 -32
96 1 -30
96 1 -30
96 1 -30
97 1 -29
97 1 -29
98 1 -28
98 1 -27
97 1 -27
97 1 -27
98 1 -26
98 1 -26
98 1 -26
