101,0,-154
100,0,-163
100,0,-175
99,0,-182
99,0,-165
98,0,-187
97,0,-188
96,0,-180
93,0,-195
95,0,-184
95,0,-214
96,0,-171
97,0,-181
95,0,-175
95,0,-187
95,0,-182
94,0,-161
94,0,-150
93,0,-156
97,0,-166
96,0,-161
94,0,-169
95,0,-170
94,0,-165
94,0,-167
95,0,-156
95,0,-170
96,0,-167
95,0,-178
96,0,-156
94,0,-159
95,0,-163
95,0,-154
95,0,-168
95,0,-151
94,0,-159
95,0,-155
95,0,-149
93,0,-149
94,0,-152
94,0,-149
95,0,-163
96,0,-166
95,0,-162
95,0,-163
95,0,-157
93,0,-155
94,0,-166
95,0,-177
96,0,-180
95,0,-177
96,0,-193
96,0,-176
96,0,-178
97,0,-175
96,0,-150
96,0,-174
95,0,-163
95,0,-164
95,0,-179
94,0,-158
94,0,-160
93,0,-173
95,0,-160
100,0,-153
101,0,-155
106,1,-166
108,1,-164
100,1,-160
98,1,-154
93,1,-165
95,1,-159
97,1,-159
95,1,-167
96,1,-161
95,1,-152
95,1,-168
96,1,-171
96,1,-157
97,1,-171
96,1,-135
95,1,-96
97,1,-86
96,1,-76
98,1,-60
96,1,-51
98,1,-47
99,1,-43
98,0,-40
100,0,-37
100,0,-36
100,0,-37
99,0,-38
98,0,-40
100,0,-42
100,0,-41
100,0,-45
99,0,-49
97,0,-53
96,0,-58
94,0,-62
94,0,-66
95,0,-71
96,0,-86
95,0,-101
95,0,-130
95,0,-145
95,0,-174
93,0,-167
94,0,-193
94,0,-200
96,0,-200
96,0,-190
94,0,-176
94,0,-183
95,0,-166
96,0,-164
96,0,-175
95,0,-189
97,0,-173
95,0,-164
94,0,-166
95,0,-170
94,0,-162
96,0,-159
96,0,-164
95,0,-161
95,0,-159
95,0,-178
95,0,-185
95,0,-162
94,0,-163
95,0,-163
94,0,-161
95,0,-169
95,0,-188
94,0,-199
95,0,-171
94,0,-182
94,0,-177
96,0,-176
96,0,-176
98,0,-176
96,0,-198
94,0,-196
95,0,-226
97,0,-194
98,0,-178
96,0,-190
97,0,-190
97,0,-193
95,0,-185
95,0,-187
93,0,-171
95,0,-185
95,0,-184
95,0,-187
95,0,-176
97,0,-161
101,0,-148
104,0,-166
108,1,-160
104,1,-169
99,1,-161
95,1,-161
95,1,-158
96,1,-162
96,1,-156
95,1,-165
97,1,-192
95,1,-192
95,1,-188
96,1,-190
96,1,-169
97,1,-174
96,1,-126
96,1,-108
98,1,-81
96,1,-71
97,1,-59
97,1,-51
98,1,-43
99,1,-44
98,0,-40
100,0,-37
100,0,-37
100,0,-38
101,0,-38
100,0,-40
101,0,-42
99,0,-44
97,0,-44
99,0,-46
97,0,-49
97,0,-56
96,0,-56
95,0,-64
96,0,-67
95,0,-76
95,0,-95
94,0,-112
95,0,-132
95,0,-135
94,0,-169
96,0,-172
