101,0,-191,1
100,0,-157,2
100,0,-155,3
99,0,-183,4
99,0,-177,5
98,0,-171,6
97,0,-178,7
96,0,-174,8
93,0,-178,9
95,0,-150,10
95,0,-160,11
96,0,-153,12
97,0,-154,13
95,0,-141,14
95,0,-143,15
95,0,-154,16
94,0,-162,17
94,0,-177,18
93,0,-160,19
97,0,-163,20
96,0,-163,21
94,0,-174,22
95,0,-148,23
94,0,-161,24
94,0,-171,25
95,0,-156,26
95,0,-180,27
96,0,-207,28
95,0,-206,29
96,0,-203,30
94,0,-197,31
95,0,-167,32
95,0,-190,33
95,0,-168,34
95,0,-160,35
94,0,-186,36
95,0,-176,37
95,0,-171,38
93,0,-181,39
94,0,-181,40
94,0,-168,41
95,0,-181,42
96,0,-220,43
95,0,-206,44
95,0,-189,45
95,0,-175,46
93,0,-186,47
94,0,-207,48
95,0,-179,49
96,0,-196,50
95,0,-188,51
96,0,-195,52
96,0,-198,53
96,0,-176,54
97,0,-158,55
96,0,-168,56
96,0,-160,57
95,0,-179,58
95,0,-168,59
95,0,-190,60
94,0,-182,61
94,0,-175,62
93,0,-172,63
95,0,-172,64
100,0,-180,65
101,0,-170,66
106,1,-183,67
108,1,-175,68
100,1,-173,69
98,1,-174,70
93,1,-169,71
95,1,-173,72
97,1,-174,73
95,1,-192,74
96,1,-190,75
95,1,-202,76
95,1,-192,77
96,1,-179,78
96,1,-179,79
97,1,-167,80
96,1,-166,81
95,1,-128,82
97,1,-113,83
96,1,-90,84
98,1,-68,85
96,1,-61,86
98,1,-54,87
99,1,-50,88
98,0,-44,89
100,0,-42,90
100,0,-40,91
100,0,-41,92
99,0,-40,93
98,0,-43,94
100,0,-46,95
100,0,-48,96
100,0,-51,97
99,0,-51,98
97,0,-56,99
96,0,-64,100
94,0,-71,101
94,0,-77,102
95,0,-91,103
96,0,-92,104
95,0,-119,105
95,0,-133,106
95,0,-176,107
95,0,-167,108
93,0,-182,109
94,0,-172,110
94,0,-230,111
96,0,-185,112
96,0,-183,113
94,0,-206,114
94,0,-188,115
95,0,-233,116
96,0,-201,117
96,0,-207,118
95,0,-211,119
97,0,-219,120
95,0,-246,121
94,0,-247,122
95,0,-247,123
94,0,-224,124
96,0,-280,125
96,0,-245,126
95,0,-243,127
95,0,-246,128
95,0,-209,129
95,0,-203,130
95,0,-180,131
94,0,-184,132
95,0,-191,133
94,0,-169,134
95,0,-169,135
95,0,-180,136
94,0,-184,137
95,0,-191,138
94,0,-180,139
94,0,-192,140
96,0,-203,141
96,0,-210,142
98,0,-196,143
96,0,-177,144
94,0,-179,145
95,0,-159,146
97,0,-169,147
98,0,-174,148
96,0,-167,149
97,0,-171,150
97,0,-180,151
95,0,-179,152
95,0,-165,153
93,0,-176,154
